Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC1,PC2,PC3,Class,CoinName
Scrypt,PoW/PoS,3472983.0,13000000.0,-0.33606904837586987,1.0185707558325239,-0.59222556939488,0,GameUnits
Scrypt,PoW/PoS,3315789.0,3315789.0,-0.3361396496950001,1.0185759813695539,-0.5922247040014185,0,GAKHcoin
Quark,PoS,10517772.74,15000000.0,-0.33651562191328904,1.5079090408687363,-0.055506627830372426,0,Allsafe
QuBit,PoW/PoS,30227750.0,78835200.0,-0.35855444670479825,0.6004153110354439,-0.3585574662757764,0,LiteCreed
Scrypt,PoW,894026.0,2714286.0,-0.16788112082890927,-1.1517317195616168,-0.0681511138099617,1,OsmiumCoin
CryptoNight,PoW,9357088.0,25000000.0,0.3014933973547465,-2.324351324711457,0.37535200426538684,1,Bikercoins
Lyra2RE,PoW,1876146.444,9999999.0,-0.15815851160758068,-2.165787241696759,0.36863590420403564,1,HexxCoin
Scrypt,PoW/PoS,23965372.0,500000000.0,-0.3323647805497084,1.0183118398229465,-0.5922741333401488,0,Klingon Empire Darsek
SHA-256,PoW/PoS,2526078.475,21000000.0,-0.31148228717263116,0.9031120529028853,-0.3205822763331648,0,Internet of People
X11,PoW/PoS,5659096.957,9354000.0,-0.3990798511171781,1.2394767857162743,-0.4779670243807308,0,KushCoin
Scrypt,PoW/PoS,11821728.0,20000000.0,-0.3359173515588749,1.0185695079567785,-0.5922294955401777,0,Printerium
X11,PoW,536982074.0,100000000000.0,0.4848346786148586,-0.9851201033617886,0.03760781383568209,1,PacCoin
Scrypt,PoW/PoS,308179.0,21933333.0,-0.3360443796233364,1.018564918912116,-0.5922250411252815,0,Impeach
CryptoNight-V7,PoW,10969318.52,185000000.0,-0.15077603817425703,-2.2282099510285502,0.36298723652089554,1,Citadel
Scrypt,PoS,2922613.964,55000000.0,-0.2863924388168469,0.7946738434467427,-0.23810200416983462,0,Zilbercoin
Scrypt,PoW/PoS ,110000000.0,110000000.0,-0.2646253975777023,0.0868084265562795,-0.40309087230044427,0,FirstCoin
Scrypt,PoW,3115258.0,3360000.0,-0.16784938960497697,-1.1517313889898593,-0.06815205757528589,1,BeaverCoin
X13,PoS,14524851.48,14524851.48,-0.2219218962239212,1.6380783164459396,-0.18564296340965128,0,FindCoin
X11,PoW,30385540.0,1000000000.0,-0.2234596036672213,-0.9313623895291654,0.046013554533235745,1,VaultCoin
Equihash,PoW,6921653.9,17000000.0,-0.14118017867594665,-2.049041332153833,0.36540709589825654,1,Zero
Scrypt,PoW/PoS,1000000000.0,1000000000.0,-0.31688797527071766,1.018339322971511,-0.5927067533962982,0,OpenChat
Scrypt,PoW,99843408.32,100000000.0,-0.1659816407699336,-1.151754308670157,-0.06819883313999416,1,Canada eCoin
Lyra2RE,PoW,18545757.5,21000000.0,-0.15787673456347162,-2.1657881122747846,0.36862831165377724,1,Zoin
Scrypt,PoS,36050365.0,34426423.0,-0.2861333988423645,0.7946952220117226,-0.2381135770565617,0,RenosCoin
Dagger-Hashimoto,PoW,2232901.0,2232901.0,-0.1589707025893046,-2.150415837004118,0.34702503492345776,1,DubaiCoin
X11,PoW/PoS,13162749.09,100000000.0,-0.3983452723771898,1.2394297264417973,-0.4779775423490273,0,VirtacoinPlus
Blake2S,PoW/PoS,12184195.93,36900000.0,-0.3843343383060499,1.9416256713380402,-0.48804329238643596,0,TajCoin
X11,PoW/PoS,110630387.9,110000000.0,-0.3970829296094223,1.2394542161947129,-0.47801743569528604,0,Impact
Scrypt,PoW,64096052.0,4000000000.0,-0.13876005474055253,-1.1538891453931677,-0.06850764227689243,1,EB3coin
PoS,PoS,111135836.9,110290030.0,-0.3637950139070583,1.5064661186181239,-0.03401839351812166,0,Atmos
X11,PoW/PoS,21521322.01,100000000.0,-0.3982430989842898,1.2394322936365,-0.4779808924445805,0,HappyCoin
NIST5,PoW,10123200.0,48252000.0,-0.19447138471150438,-0.5902174526066264,-0.05220976940797096,1,Coinonat
PoS,PoS,401421401.0,400000000.0,-0.3581920209362211,1.506397505010322,-0.034158743335996986,0,MacronCoin
X11,PoW/PoS,121665451.6,500000000.0,-0.3941821839699619,1.2392452196758788,-0.47805417218076357,0,Condensate
Scrypt,PoW/PoS,5368934.0,21212121.0,-0.33598763283554955,1.0185668659944662,-0.592227009707083,0,Independent Money System
Scrypt,PoW/PoS,1148324.0,28600000.0,-0.3359868302901698,1.018561546422617,-0.5922259302236059,0,ArgusCoin
Scrypt,PoW/PoS,500000.0,1000000000.0,-0.32910564773478024,1.0180323434033525,-0.5923061562444439,0,LomoCoin
SHA-256,PoS,100545745.0,75000000000.0,0.2708476985331284,0.6384363091587186,0.02729283697426685,0,ProCurrency
X11,PoW/PoS,17171382.0,40000000.0,-0.39872178792838603,1.2394636323569486,-0.4779741776671288,0,GoldReserve
Scrypt,PoW,20276099.15,35520400.0,-0.16741153965513103,-1.1517436322006556,-0.06816160026556034,1,BenjiRolls
Scrypt,PoS,295135466.4,2000000000.0,-0.26902667460499696,0.7937043858276785,-0.23838027638255097,0,GrowthCoin
SHA-256,PoW,1317747500.0,2500000000.0,-0.10953199470403285,-1.2681412946881507,0.20275775698614534,1,ILCoin
PoS,PoS,11390225.97,30000000.0,-0.3655836945739493,1.506479207688382,-0.0339717632481166,0,Phreak
Scrypt,PoW/PoS,21358764.0,105000000.0,-0.3351979582488571,1.0185261478940641,-0.5922403606813929,0,Degas Coin
X15,PoW/PoS,40659020000.0,90000000000.0,0.8928391818489774,1.8036030602385107,-0.6555552047157042,0,HTML5 Coin
SHA-256,PoS,10343113.0,200084200.0,-0.26073120377715425,0.6791430572676336,0.033526577072181825,0,Ultimate Secure Cash
Scrypt,PoW,13673406.43,72000000.0,-0.1672335385248911,-1.1517655261250819,-0.06816197645929559,1,EquiTrader
POS 3.0,PoS,100000000.0,100000000.0,-0.3274791819337105,1.6341072010311504,0.057263662533447744,0,QTUM
CryptoNight-V7,PoW,69036016.83,105000000.0,-0.15063359832977186,-2.2281485505132608,0.36297059197330706,1,Quantum Resistant Ledger
536,PoW/PoS,22801882871.0,50000000000.0,0.5813635021868528,1.9888068015960259,-0.6683160372440514,0,Espers
Argon2d,PoW,19784224.65,0.0,-0.15184786083752194,-2.376720695456381,0.24347789501042882,1,Dynamic
Blake2b,PoW,133248297.0,340282367.0,-0.028334173033031547,-2.2043376705948132,0.3181980055512384,1,Nano
Cloverhash,PoW,18407259.09,30000000.0,-0.16526636300270528,-2.2138987321872325,0.30935326879242286,1,ChanCoin
CryptoNight,PoW,1809467143.0,2000000000.0,0.3375041299098425,-2.3248739945014343,0.37446688488120733,1,Dinastycoin
NIST5,PoW/PoS,4171382.0,10000000.0,-0.3631078170185888,1.5801088353164483,-0.5762767842608637,0,Denarius
X11,PoW,35138975.0,100000000.0,-0.2297842419346014,-0.930870808624372,0.04608621935038149,1,DigitalPrice
NIST5,PoW/PoS,62942075.0,120000000.0,-0.36160930367922905,1.5800669820698254,-0.5763094535196089,0,Virta Unique Coin
Skein,PoW/PoS,6804362.0,100000000.0,-0.4240392422499751,2.0380304320642497,-0.7028890179828895,0,Bitcoin Planet
Scrypt,PoW,18133195.0,19276800.0,-0.1675529326399785,-1.1517354444364731,-0.06815939552264384,1,Unify
X13,PoW/PoS,21268092.0,30000000.0,-0.27111519532936523,1.8619458311173152,-0.5397737728566473,0,BritCoin
Scrypt,PoW,5167775.0,75000000.0,-0.16731623371853252,-1.151769772222884,-0.06815881598965957,1,SocialCoin
X11,PoW,26042364.37,60000000.0,-0.23017911441828287,-0.9308518193408032,0.046093179471073976,1,ArcticCoin
X11,PoW,2622886.0,18900000.0,-0.23075686767919748,-0.9308366300477638,0.04610597130316465,1,DAS
Scrypt,PoW/PoS,9044930943.0,50000000000.0,0.12895643502268905,0.9941258240499429,-0.5999910632691021,0,Linda
CryptoNight,PoW,14161803.0,54000000.0,0.30175779532560104,-2.324365641811005,0.37534767573684386,1,LeviarCoin
X13,PoW/PoS,21917018.05,18898187.62,-0.2711859963504101,1.8619520762362558,-0.5397731130980051,0,DeepOnion
Time Travel,PoW,17801865.16,21000000.0,-0.13952683349018272,-2.1902709357944223,0.3759084949515709,1,Bitcore
Scrypt,PoW,163055000000.0,200000000000.0,3.2436252442898397,-1.2105666932548396,-0.15007368237758187,1,gCn Coin
Keccak,PoW,2241009149.0,5000000000.0,-0.14730909463143288,-1.1362637463420906,-0.027415931378265517,1,SmartCash
SkunkHash v2 Raptor,PoS,107972766.0,137500000.0,-0.33652374632468396,1.6029260770669018,0.029691180763023007,0,Signatum
X11,PoW,122475638.4,1100000000.0,-0.22162472047061577,-0.9313885634938336,0.04596835949377625,1,Onix
Skein,PoW/PoS,47331802.48,100000000.0,-0.4235438435570373,2.038042879384086,-0.7029052612817671,0,Cream
SHA-256,PoW,17995589.65,21000000.0,-0.14300079340783084,-1.2671904805909773,0.20348409324157174,1,Bitcoin Cash
X11,PoW/PoS,12569262.54,9507271.0,-0.3989942957549611,1.239478824588946,-0.4779698066575215,0,Monoeci
Scrypt,PoS,18663297.35,17405891.2,-0.28646664314584724,0.7946991508888108,-0.2381051981171525,0,Draftcoin
VeChainThor Authority,Proof of Authority,55454734800.0,86712634466.0,4.401551793174642,2.5408129290168597,9.312005982113739,3,Vechain
Scrypt,PoW,485214.0,10500000000.0,-0.093440029899747,-1.1574484449315885,-0.06902070819174978,1,Sojourn Coin
PoS,PoS,4000000.0,61599965.0,-0.36544992614396377,1.506459729232429,-0.033971419495681915,0,Stakecoin
Scrypt,PoW,143007000000.0,0.0,1.5801754306778566,-1.1078083278061774,-0.12546738591575862,1,NewYorkCoin
Scrypt,PoW,9704042.0,20000000.0,-0.16765083989977264,-1.1517384271480835,-0.0681560770598911,1,FrazCoin
Scrypt,PoW,17453749.4,84000000.0,-0.16710222518454287,-1.1517709000027274,-0.06816448587792863,1,Kronecoin
Scrypt,PoW,32646731.06,100000000.0,-0.1668030384622157,-1.1517749469962868,-0.06817190087633798,1,AdCoin
Scrypt,PoW,33716526.0,100000000.0,-0.1667899615195638,-1.1517746184268136,-0.06817232964752955,1,Linx
Scrypt,PoW/PoS,19539588.0,48252000.0,-0.3356226487005609,1.0185564929255686,-0.5922349296741606,0,CoinonatX
Scrypt,PoW/PoS,4200000.0,4200000.0,-0.336122570521771,1.018575771417438,-0.5922251316527978,0,Ethereum Dark
CryptoNight,PoW,8946653.0,88888888.0,0.3019414762496665,-2.3243862433069706,0.3753468752186804,1,Sumokoin
SHA-512,PoS,25000000.0,91388946.0,-0.3524557342063325,1.2786454208733746,-0.272705117536045,0,Obsidian
Ouroboros,PoS,25927070538.0,45000000000.0,0.7155911164877637,1.4548695026811578,0.24744682781358382,0,Cardano
X11,PoW/PoS,7262402.043,27000000.0,-0.39893510834258505,1.2394676685059576,-0.47796912905026695,0,Regalcoin
Equihash,PoW,5211553258.0,21000000000.0,0.07125022818653308,-2.0588697153997115,0.3615825345909998,1,BitcoinZ
NeoScrypt,PoW/PoS,182638400.0,400000000.0,-0.3532074875922166,0.5516219965365979,-0.3511469206908278,0,TrezarCoin
X11,PoW,2702855669.0,1800000000.0,-0.18511835557247855,-0.9309772484831201,0.0448761506227351,1,Elements
Scrypt,PoW/PoS,1140734.917,15733333.0,-0.33607817264827267,1.0185685510065103,-0.5922248611073314,0,TerraNovaCoin
NeoScrypt,PoW,4165967.575,27000000.0,-0.18974199079633577,-1.6185369750423122,0.17302808545473403,1,VIVO Coin
Lyra2REv2,PoS,24000000.0,24000000.0,-0.31727483476380347,0.6444200065748891,0.008031275769487022,0,Rupee
Equihash,PoW,17202361.09,21000000.0,-0.14102614178052963,-2.0490403529234174,0.3654026439938526,1,Bitcoin Gold
Scrypt,PoW/PoS,48459472454.0,25000000000.0,0.4334528678484894,1.0198458070546899,-0.6137169265700381,0,WomenCoin
SHA-256,PoW/PoS,92050800.0,100000000.0,-0.30982769326514614,0.9030965271818818,-0.3206247032096036,0,Theresa May Coin
NIST5,PoW/PoS,560563220.0,1200000000.0,-0.3478671982335177,1.5796316728511133,-0.5765983828343667,0,NamoCoin
PHI1612,PoW/PoS,8305775.318,60000000.0,-0.3816910004086947,1.7689748259330607,-0.4048554245927456,0,LUXCoin
Dagger,PoW,33986980.0,156306732.7,-0.16415606312802608,-2.2021664696227408,0.311161466241259,1,Pirl
Scrypt,PoW/PoS,2149688.0,21000000.0,-0.33602848855319567,1.0185659927739612,-0.5922257018657721,0,Xios
Quark,PoW/PoS,30711550.53,200000000.0,-0.3843422449978906,1.7316883669966692,-0.40965687429216724,0,Bitcloud 2.0
Scrypt,PoW,99990001.49,100000000.0,-0.16597984884663539,-1.1517542636465374,-0.06819889189417769,1,eBoost
POS 2.0,PoS,12330806.31,21000000.0,-0.34399646701181863,1.572398466120947,0.04033643750407621,0,KekCoin
Scrypt,PoW/PoS,16362544.99,14788275.99,-0.3358988068091332,1.0185737407868167,-0.5922308836683199,0,BlackholeCoin
SHA-256,PoS,8999999990.0,9000000000.0,-0.08843512888432435,0.6771118307144328,0.0291944228759791,0,Infinity Economics
X11,PoW,175215859.0,350000000.0,-0.2262989880802435,-0.9309639310850535,0.04600936299441557,1,Pura
NeoScrypt,PoW,6375259.04,45000000.0,-0.18958733002925202,-1.6185460989150464,0.17302570857648142,1,Innova
Ethash,PoW,12756367.0,280000000.0,-0.1342135393002878,-1.9749555179782992,0.42691040299305993,1,Ellaism
NeoScrypt,PoW,5832306.875,31800000.0,-0.189687580526832,-1.6185390772327917,0.17302701988345195,1,GoByte
X11,PoW/PoS,38198594.83,144000000.0,-0.39772719437302345,1.2394134543100623,-0.4779912222982544,0,Magnet
DPoS,DPoS,288090567.5,500000000.0,3.7128731350280337,2.042161243211718,-0.24019776633555912,0,Lamden Tau
NIST5,PoW/PoS,28399150208.0,30000000000.0,0.1966734693069229,1.5724979543822228,-0.5901422597441598,0,Electra
X13,PoW/PoS,183534024.9,210000000.0,-0.2678551429108769,1.8618976441684658,-0.5398537226415542,0,Bitcoin Diamond
Multiple,PoW,481730566.6,660000000.0,-0.11396810499912702,-1.8037424893293006,0.34079446487528,1,SHIELD
Scrypt,PoW/PoS,110976977.3,210000000.0,-0.3333578311580463,1.0184964918373138,-0.5922849792730376,0,Cash & Back Coin
CryptoNight,PoW,19281821413.0,85000000000.0,1.1397131854099618,-2.364707700334914,0.36058699861183896,1,UltraNote
CryptoNight,PoW,4500000.0,12500000.0,0.30134537614688267,-2.3243460092484614,0.37535498666855827,1,BitCoal
Ethash,PoW,520891780.0,10000000000.0,-0.05906857468487619,-1.9800927592039739,0.425901387755835,1,DaxxCoin
NIST5,PoS,13247178.88,27716121.0,-0.3134857590213742,1.3562281039321433,-0.22215506512573197,0,Bulwark
Quark,PoS,16955764.9,20000000.0,-0.33640146560081746,1.5079082952951866,-0.055509622439540766,0,Kalkulus
X11,PoW,80316207.0,550000000.0,-0.2260406335769358,-0.93110199368319,0.046030827435326264,1,AC3
CryptoNight-V7,PoW,441250233.4,999481516.0,-0.13974012552076706,-2.228521346911853,0.36274729668169425,1,Lethean
Scrypt,PoW/PoS,4911500269.0,50000000000.0,0.07843026981224242,0.9928563105298669,-0.5983343943792668,0,GermanCoin
Scrypt,PoW/PoS,8419402.321,150000000.0,-0.33503698905414003,1.01849766773898,-0.5922389031160376,0,LiteCoin Ultra
Scrypt,PoW,3964201249.0,4999999999.0,-0.08399407292867257,-1.1532358727103773,-0.07015365042279793,1,PopularCoin
X11,PoW/PoS,45174214.11,50000000.0,-0.39830856797806746,1.2394667871660299,-0.4779862296890076,0,PhantomX
BLAKE256,PoW,30089671531.0,90000000000.0,1.099086926289796,-1.2094087156164524,0.08915384045433083,1,Photon
X11,PoW,4229040.504,19800000.0,-0.23073085164966603,-0.9308366268654635,0.04610525299039137,1,Sucre
NeoScrypt,PoW,7847417.334,21000000.0,-0.18973954116990843,-1.6185325768739913,0.17302710707190286,1,SparksPay
Quark,PoS,27299680.0,120000000.0,-0.3355658301208168,1.5078570143689893,-0.0555220538089606,0,Digiwage
NeoScrypt,PoW,299797953.0,500000000.0,-0.1827737629925512,-1.6187037624612155,0.17287040621063868,1,GunCoin
Scrypt,PoW,45483049.34,64000000.0,-0.16690143980490382,-1.151751399698919,-0.06817406284197362,1,IrishCoin
Scrypt,PoW/PoS,591022748.0,900000000.0,-0.32259641869819294,1.0182681703913397,-0.5925345507618499,0,Trollcoin
Scrypt,PoW/PoS,2504486.228,4000000.0,-0.33614471450387795,1.0185753595847489,-0.5922244355239236,0,Litecoin Plus
X11,PoS,4407252.0,21000000.0,-0.34962708490194155,1.0155961880304887,-0.1238406630089188,0,Monkey Project
X11,PoW,8478104.34,23000000.0,-0.23065621781146153,-0.9308370644894969,0.04610328483829856,1,Pioneer Coin
SHA-256,PoW,20166000.0,20166000.0,-0.1429801774551427,-1.2671893598072799,0.20348329244793673,1,UnitedBitcoin
C11,PoW,11916588.09,23000000.0,-0.17574645313881787,-1.2037185987260437,0.2067624684048616,1,Interzone
POS 3.0,PoS,20445861.53,25000000.0,-0.32898352983632834,1.6341236107331718,0.05730176180247683,0,TokenPay
Ethash,PoS,1618033.0,1618033.0,-0.2552308812394694,-0.028373924341624192,0.25699218755115066,0,1717 Masonic Commemorative Token
Scrypt,PoW and PoS,9399342.528,30000000.0,-0.2840569866338972,0.20193921643360038,-0.352081487428116,0,My Big Coin
CryptoNight,PoW,53139835214.0,1000000000000.0,8.042708530478182,-2.852598432612036,0.2712039743230836,1,TurtleCoin
SkunkHash,PoW,4818338.989,16600000.0,-0.13014924343508325,-2.1582209681338322,0.42793681129520333,1,MUNcoin
Scrypt,PoW/PoS,234846265.8,232000000.0,-0.3316876570747291,1.0185225554654282,-0.5923364486022551,0,Unified Society USDEX
CryptoNight,PoW,133932467.8,336000000.0,0.3052217723169413,-2.3244824275077303,0.37527630668664974,1,Niobio Cash
Scrypt,PoW,10000000000.0,10000000000.0,0.02524591404926179,-1.1541049731832962,-0.07298706145754336,1,ShareChain
Dagger,PoW,107325266.0,100000000.0,-0.16365891553162165,-2.2021132815491757,0.31113673776037204,1,Travelflex
Lyra2REv2,PoW,643795911.5,1100000000.0,-0.18316073707083758,-1.3024090140653126,0.17763945567564768,1,KREDS
X13,PoS,230298925.0,800000000.0,-0.21371378027072202,1.637716834658352,-0.18579452609412236,0,Tokyo Coin
Proof-of-BibleHash,POBh,1772091550.0,5200000000.0,-0.20830066228363003,2.04442579734598,11.306502983894513,3,BiblePay
SHA-256 + Hive,PoW + Hive,638382332.2,840000000.0,-0.37662577251074975,3.1891186812411934,15.356122761392834,3,LitecoinCash
Scrypt,PoW,12446100.0,40000000.0,-0.16747548283560457,-1.151748476548268,-0.06815883318073797,1,BitFlip
Scrypt,PoW,14491014421.0,18406979840.0,0.13976487662055265,-1.1573038972817487,-0.07548361385671018,1,LottoCoin
X11,PoW,211297638.5,500000000.0,-0.22479414164981754,-0.9310345360029089,0.045982473175194855,1,Crypto Improvement Fund
C11,PoW/PoS,11251342.19,19340594.0,-0.34407293503387576,0.966590474483341,-0.3173095314810919,0,Stipend
Proof-of-Authority,PoA,204479039.0,252460800.0,-0.4367548953177713,2.628417580855158,6.250817220441664,3,Poa Network
X11,PoW/PoS,2167827.1,25000000.0,-0.39901156720192354,1.2394671929508907,-0.4779669214460364,0,Pushi
XEVAN,PoW/PoS,419275.38,60000000.0,-0.3136983959562298,1.6856075739892635,-0.2115501376494461,0,Ellerium
Scrypt,PoS,25570013.13,124000000.0,-0.28562625824544285,0.7946432232726078,-0.23811679822392093,0,Velox
VBFT,PoS,650848625.0,1000000000.0,-0.3031498339066988,1.6982221729848217,0.11637818102002313,0,Ontology
Ethash,PoW,247612453.0,6500000000.0,-0.08723086148180888,-1.978270666355993,0.4263009118161532,1,Callisto Network
CryptoNight,PoW,80049082.91,1000000000.0,0.30927215955732423,-2.324860577238812,0.3752428869395394,1,BitTube
Scrypt,PoW,4070212.149,21000000.0,-0.16771261468404688,-1.1517407020627588,-0.06815390189022197,1,Poseidon
IMesh,PoW,25000000.0,25000000.0,-0.1778750965151524,-2.222238345935969,0.170644329041674,1,Aidos Kuneen
NIST5,PoW/PoS,13787854.63,50000000.0,-0.3627065898539244,1.5800900056997247,-0.5762839527409731,0,Bitspace
Scrypt,PoW/PoS,845637.8135,3000000.0,-0.33617208384610076,1.0185753946762877,-0.5922236878060063,0,Briacoin
Scrypt,PoW/PoS,1182153.5,5000000.0,-0.33615378647706795,1.0185744088737005,-0.5922239883917413,0,Ignition
Equihash,PoW,71355477.0,70000000.0,-0.14001668086014207,-2.049050405070954,0.3653768796363813,1,Bitrolium
Scrypt,PoS,267297676.3,500000000.0,-0.28000486313441897,0.7945127041989438,-0.2382448357607125,0,MedicCoin
Lyra2Z,PoW,27340501.65,300000000.0,-0.14496356260418938,-2.172343238970399,0.4304553640451671,1,Alpenschillling
Green Protocol,PoS,9803691.362,21000000.0,-0.2998801700594728,1.608798446525679,0.12380715888829405,0,Bitcoin Green
PoS,PoS,21876586.85,88000000.0,-0.36504417921826754,1.5064508428238166,-0.03398077177695101,0,Deviant Coin
Scrypt,PoW/PoS,9880502.372,30000000.0,-0.33587016131309644,1.0185634659535394,-0.5922295460570594,0,Abjcoin
Semux BFT consensus,DPoS,1231147.0,100000000.0,3.9099086902057842,2.1858329592129837,-0.34171635368473013,0,Semux
X11,PoW,31801461.19,100000000.0,-0.2298250389837009,-0.9308718336854506,0.04608755701774169,1,FuturoCoin
Quark,PoW/PoS,139739596.5,200000000.0,-0.3830095096751708,1.7317218531222007,-0.4097005724659422,0,Carebit
PoS,PoS,11075254.09,80000000.0,-0.36523294787607924,1.506451882007448,-0.03397577978495041,0,Zealium
CryptoNight,PoW,16016864.0,18400000.0,0.3015279982367313,-2.3243456850531503,0.3753498818900147,1,Monero Classic
X16R,PoS,4403800.0,45000000.0,-0.3023416643565111,0.7393082775479637,0.0770633216417041,0,Proton
Scrypt,PoW/PoS,1404157529.0,5121951220.0,-0.28271502273344146,1.0162187256741735,-0.5932102652210044,0,iDealCash
NIST5,PoW,21069346.25,21000000.0,-0.1945308508452705,-0.5901992498195227,-0.05221189861751431,1,Jumpcoin
Lyra2RE,PoW,5097689.711,26280000.0,-0.15800367541717272,-2.165795117998343,0.36863326412917846,1,Infinex
XEVAN,PoS/PoW,10904963.09,21000000.0,-0.2510357666223317,1.5308233654601702,0.4521574086591168,0,Bitcoin Incognito
Tribus,PoW,795447.0,18000000.0,-0.16209511865821558,-2.1529960474622953,0.2789099980088943,1,KEYCO
Scrypt,PoS,38706809.47,26000000.0,-0.2861606866984215,0.7947006267456093,-0.23811394357720553,0,HollyWoodCoin
Lyra2Z,PoW,6986399.704,10500000.0,-0.14726548249669535,-2.172191834811687,0.43048750859699597,1,GINcoin
CryptoNight,PoW,84300.0,600000518.0,0.3054579161988861,-2.3246673058142795,0.3753080788000808,1,PlatinCoin
CryptoNight Heavy,PoW,19153632.0,150000000.0,0.5827806335772718,-2.3013188055656504,0.42427846106986494,1,Loki
CryptoNight,PoW,41294520017.0,184000000000.0,2.110893421739021,-2.411860177623052,0.3435616648810445,1,Newton Coin
Scrypt,PoW/PoS,10200000000.0,10200000000.0,-0.13918333949075284,1.0161548223664378,-0.597156361791761,0,Swisscoin
Scrypt,PoS,7630000.015,44000000.0,-0.28641290805104397,0.7946812796083559,-0.2381029794677398,0,Xt3ch
Jump Consistent Hash,PoW,135862416.0,168000000.0,-0.1484090199111289,-2.1086998176059266,0.4116877162587849,1,MassGrid
SHA-256D,PoW/PoS,33238183.72,100000000.0,-0.3565246961479471,1.977034927200515,-0.713448275460806,0,TheVig
CryptoNight,PoW,560085952.4,1000000000.0,0.31514002673301456,-2.3247131420103018,0.3750504893380362,1,PluraCoin
Scrypt,PoW/PoS,21599339.67,84000000.0,-0.3353439481791535,1.0185376579387302,-0.5922387171372796,0,EmaratCoin
X15,PoS,30284196.37,90000000.0,-0.19204829633460427,1.6162138428572022,-0.2776949411226157,0,Dekado
Scrypt,HPoW,77872059788.0,92000000000.0,2.2483175683570784,0.2513094255672362,-0.46314361225670597,0,Lynx
Quark,PoS,2716264.953,650000000.0,-0.3321076059152702,1.5075608371957496,-0.055556114270415964,0,Poseidon Quark
SHA-256,PoS,57811001.0,100262205.0,-0.2608588978425828,0.6792119971763819,0.03351582286382234,0,BitcoinWSpectrum
DPoS,PoS,18194936.0,18081806.0,1.0140043442478508,1.7650708123970833,-0.09770139577080356,0,Muse
X16R,PoW,8125865.021,22075700.0,-0.18355182233048425,-1.2071115088494662,0.24700947439825724,1,Motion
HMQ1725,PoW,8645406.168,21000000.0,-0.10571590735388654,-1.9741704374360776,0.5806156559334071,1,PlusOneCoin
X11,PoW,4993030.697,21000000.0,-0.23071300247398746,-0.9308370457133839,0.04610484735835006,1,Axe
X16R,PoW/PoS,36923120.62,82546564.0,-0.35106335313085174,0.9631716892815022,-0.2770796475340159,0,Trivechain
Quark,PoS,7082392.247,21000000.0,-0.33651506364207223,1.5079047182764405,-0.055505748071500854,0,Dystem
Quark,PoW/PoS,5919489.768,5151000.0,-0.38602715462013365,1.7317868631781952,-0.409630793376637,0,Giant
Scrypt,PoS,1042012.452,16880000000.0,-0.16709358813468675,0.7855107266555627,-0.2394952948197624,0,Peony Coin
Lyra2REv2,PoW/PoS,13332617.94,52500000.0,-0.36658858614003026,0.8682750808084988,-0.3460936347236708,0,Absolute Coin
Quark,PoS,66053877.63,100000000.0,-0.33523394590457223,1.507879808644245,-0.055535929285730604,0,Vitae
Scrypt,PoW,1416663.066,22105263.0,-0.16773721264033542,-1.1517421189584633,-0.06815292993140719,1,HexCoin
Scrypt,PoW/PoS,5403802.496,1000000000.0,-0.32904570471054345,1.018033849523585,-0.5923081216764733,0,TPCash
CryptoNight-V7,PoW,15580199.31,1750000000.0,-0.13962079447542985,-2.2290608007787047,0.36285571957758844,1,Webchain
Cryptonight-GPU,PoW,4890897.0,88188888.0,-0.14330310922475725,-2.224475038506662,0.3722614084400438,1,Ryo
XEVAN,PoW,14746153.1,210000000.0,-0.14416707895775285,-0.48477699727309376,0.3125042615596049,1,Urals Coin
CryptoNight Heavy,PoW,99553110529.0,184470000000.0,3.106648072676315,-2.371125403496044,0.36911356257617317,1,Qwertycoin
X11,PoS,19269509.94,55000000.0,-0.34920428601041353,1.015582237041368,-0.12384943685371641,0,ARENON
X11,PoW/PoS,30771125.98,50000000.0,-0.3984846282214326,1.2394623635004223,-0.4779804569665636,0,EUNO
Scrypt,PoS,107763867.9,260000000.0,-0.2836570348676364,0.7945944050049157,-0.23816100967246287,0,MMOCoin
PoS,PoS,9327131.597,210000000.0,-0.36433236474831715,1.5063805498502596,-0.033985850361396154,0,Ketan
SHA-256,PoW,2100000000.0,2100000000.0,-0.10280668360157877,-1.2676832074846112,0.20247737431450508,1,Project Pai
Keccak,PoW/PoS,4672513.844,366000000.0,-0.3758020249103393,1.0358802636734394,-0.5502082302963823,0,XDNA
X11,PoS,4504639.0,100000000.0,-0.3490656314472433,1.0155531962119027,-0.1238472476287206,0,PAXEX
X11,PoW,5015881.373,25000000.0,-0.23068435540455498,-0.9308392170105951,0.0461045067777119,1,Azart
Scrypt,PoW/PoS,1059954080.0,18000000000.0,-0.19559218181428478,1.0090998963606812,-0.5941393269538908,0,ThunderStake
SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000.0,-0.3953587038252456,0.9444060908095678,-0.7362446745328277,0,Kcash
X16R,PoW,9753753.615,100000000.0,-0.18297928915089362,-1.2071534447968288,0.24700236548486523,1,Xchange
ECC 256K1,DPOS,1000000000.0,1000000000.0,-0.3438138702582919,3.1893106891191754,21.0593063605795,3,Acute Angle Cloud
